lat	lon	limit	kind	dir	road	place	enforce
33.247640	126.276702	50	F	1	일주서로	보성초등학교 입구 교차로	T
33.253248	126.560699	50	F	2	일주동로	중앙로터리	T
33.257527	126.287340	80	E	2	평화로	안성1교차로 북측 종점	S
33.260402	126.617664	50	F	1	일주서로	아서원 앞 교차로(하효중앙사거리)	T
33.260577	126.494642	60	E	2	중산간서로	중산간서로 엉또폭포입구 종점	S
33.260676	126.517242	50	S	2	중산간동로	중산간서로 서귀포시산림조합 시점	S
33.260710	126.617371	50	F	2	일주동로	하효중앙사거리	T
33.262304	126.427517	60	F	2	중산간서로	중산간서로 중문로 입구	T
33.262394	126.449104	60	S	2	중산간서로	중산간서로 회수입구 시점	S
33.263933	126.553495	50	E	2	중산간동로	중산간서로 열방교회 종점	S
33.266936	126.642359	60	F	2	일주동로	공천포 교차로	T
33.268203	126.369464	50	F	2	한창로	네거리슈퍼 앞	S
33.274136	126.650114	60	F	2	일주동로	종남1교 (남원 → 서귀포)	S
33.283204	126.320529	80	S	2	평화로	서광1교차로 남측 시점	S
33.289184	126.743926	50	F	1	일주동로	뒷못동교차로	T
33.301082	126.767353	50	F	2	일주동로	신흥교차로	T
33.306969	126.804442	50	F	2	일주동로	세화2리사무소 정류장 앞	S
33.309099	126.307585	60	F	2	신화역사로	동복분교 앞(김녕>제주)	T
33.317558	126.600573	60	E	2	서성로	법환초교 앞 (서귀포 → 제주시)	S
33.322103	126.714444	50	E	2	남조로	남조로 불미터교차로 종점	S
33.326070	126.669055	60	F	1	서성로	온평초등학교 앞	S
33.330508	126.674296	60	S	2	서성로	머체왓숲길 입구	S
33.331399	126.710388	50	S	2	남조로	남조로 수망리 시점	S
33.335865	126.841443	60	F	1	일주동로	하천교차로(일주동로)	T
33.338045	126.356121	80	S	1	평화로	광평교차로 동측	S
33.348873	126.186413	50	F	1	일주서로	한동초등학교 앞 사거리	T
33.353040	126.823470	70	F	2	번영로	하천교차로	T
33.357320	126.822735	70	F	2	번영로	해안경비단 앞	S
33.364851	126.199851	60	F	2	일주서로	판포삼거리	S
33.376934	126.873622	50	F	2	일주동로	서동교차로(성산→표선)	T
33.386614	126.618785	50	S	1	516로	맞은편 성판악 시점	S
33.388585	126.376083	60	S	1	산록서로	산록서로 어음1교차로 시점	S
33.388844	126.376544	60	F	2	산록서로	어음1교차로 종점(노형→애월)	S
33.412853	126.833147	60	E	2	서성일로	모구리야영장 종점	S
33.419964	126.492046	60	F	2	1100로	호국원 입구 시점(노형→애월)	S
33.420214	126.492502	60	E	1	산록서로	천왕사 종점	S
33.424222	126.277694	60	F	1	일주서로	대림사거리 북측(애월>한림)	S
33.434357	126.671802	60	S	1	남조로	교래사거리 시점	S
33.435656	126.736062	70	F	1	번영로	대천교차로	T
33.437683	126.870768	60	S	2	서성일로	서성일로 수산2리입구 교차로 시점	S
33.438019	126.279921	70	F	2	일주서로	귀덕2리 마을입구(예인교회 맞은편)(애월→한림)	S
33.438494	126.573971	50	E	1	516로	첨단로 입구	S
33.440588	126.429324	80	E	1	평화로	제주공룡랜드 입구	S
33.440596	126.429335	80	E	1	평화로	제주공룡랜드 입구	S
33.441994	126.911881	60	F	1	일주동로	성산읍사무소 앞	S
33.442491	126.884603	50	E	2	서성일로	수산사거리 동측(종점)	S
33.443610	126.562845	50	E	1	516로	제주의료원 남측 종점	S
33.446475	126.906855	50	S	2	서성일로	고성교차로 서측(시점)	S
33.459920	126.447060	70	F	1	평화로	무수천사거리(서귀포→제주시)	T
33.461307	126.512500	80	F	2	애조로	오라교차로(아라→연동)	T
33.463012	126.452628	70	F	1	노형로	무수천주유소 사거리 (중문>제주)	T
33.463250	126.339991	70	F	2	일주서로	고내리교차로	T
33.463818	126.485093	80	F	1	애조로	노형교차로	T
33.464570	126.344454	70	S	1	일주서로	일주서로 고내사거리 시점	S
33.466284	126.659963	60	E	1	남조로	남조로 교차로 종점	S
33.469806	126.363809	70	E	1	일주서로	일주서로 신엄사거리 종점	S
33.472728	126.426315	80	F	2	애조로	하귀장례식장 앞	S
33.473233	126.484369	50	F	1	1100로	제주고 앞 삼거리	S
33.475958	126.514619	50	F	1	오남로	한라도서관 앞	S
33.478160	126.468281	70	F	1	노형로	월산정수장 입구 교차로(월산→노형)	T
33.479086	126.429121	50	F	1	우광로	대정서초등학교 앞	S
33.480648	126.521722	60	F	1	연북로	부민장례식장 앞 교차로(연동→아라일동)	T
33.480688	126.471945	50	F	2	노형로	제주한라대학 입구 교차로	T
33.481659	126.489492	50	F	1	연북로	KCTV 서측 교차로(노형→연동)	T
33.481878	126.496074	50	F	2	신대로	정실입구교차로(오라동→연동)	T
33.482272	126.481301	50	F	1	1100로	우편집중국 앞 사거리	T
33.482750	126.462831	50	S	1	오광로	오광로 삼거리 시점	S
33.482755	126.402557	50	F	1	일주서로	미수동포구 입구	S
33.484553	126.535991	60	F	2	구산로	구산로입구 사거리(구 롯데시네마)	T
33.485341	126.410737	50	F	2	일주서로	하귀입구오거리(제주시→애월)	T
33.485650	126.550572	50	F	1	금월길	코델리아호텔 앞	S
33.485686	126.542675	50	F	1	516로	제주여중고입구 교차로(하나로마트 앞)(아라동→제주시청)	T
33.485882	126.604001	50	F	1	번영로	명도암교차로(회천→봉개)	T
33.485963	126.479150	50	F	2	노형로	노형로터리(제주시 →애월)	T
33.489801	126.489541	50	F	1	삼무로	삼무공원 사거리	T
33.490106	126.486177	50	F	2	도령로	롯데시티호텔 앞	T
33.492960	126.511422	50	F	2	연삼로	오라동주민센터 입구	S
33.493220	126.501846	50	S	1	연삼로	JIBS 앞(시점 3차로)	S
33.493278	126.531705	50	E	1	연삼로	연삼로 쿠쿠 서비스 센터 앞(종점 3차로)	S
33.493740	126.496537	50	F	2	연삼로	마리나 호텔 앞 사거리	T
33.493967	126.455916	50	E	1	오광로	노형동 이호테우 입구교차로 종점	S
33.494013	126.470652	50	F	2	일주서로	도두입구 삼거리	T
33.495872	126.494009	50	F	1	도령로	명주마을 입구(신광사거리→제주공항)	T
33.496937	126.580714	70	F	2	번영로	화물차공영차고지 앞	S
33.497250	126.892864	70	F	1	일주동로	종달교차로	T
33.497581	126.496762	50	F	2	도령로	신제주입구교차로	T
33.498923	126.501938	50	F	1	서광로	제주공항주유소 앞	S
33.503924	126.504244	50	F	1	용문로	월성사거리(제주공항→용담)	T
33.506223	126.506170	50	S	1	용해로	상고지빌라 남측 구간 시점	S
33.509699	126.543437	50	F	2	일주동로	사려니가든 앞 교차로(인제→화북)	T
33.511367	126.547626	50	F	2	동문로	국립제주박물관 교차로(제주항→봉개)	T
33.513863	126.502748	50	E	1	용해로	제주출입국 외국인청 앞 구간 종점	S
33.513930	126.540470	50	F	1	동문로	사라봉호텔 앞	S
33.514878	126.589002	50	F	2	연삼로	도련사거리	T
33.517199	126.580864	50	F	2	화삼북로	삼화상쾌한의원 앞 교차로(화북주공>부영1차)	T
33.518242	126.540374	50	F	1	임항로	금아빌라 맞은편	S
33.521408	126.581277	50	F	1	일주동로	새마을금고 맞은편	T
33.526136	126.623411	70	F	1	일주동로	인수물교차로	T
33.531416	126.686495	70	F	2	일주동로	북촌서교차로	S
33.533236	126.637986	60	F	2	일주동로	영창공업사 앞	S
33.551863	126.791386	70	F	1	일주동로	월정마을입구(성산>제주)	S
33.554464	126.738439	50	F	1	일주동로	김녕입구삼거리	T
34.162029	126.554398	30	F	2	부황길	보길초등학교후문(윤선도문학관→보길저수지)	S
34.162173	126.554504	30	F	1	부황길	보길초등학교후문(보길저수지→윤선도문학관)	S
34.162900	126.555130	30	F	2	부황길	보길초등학교정문(윤선도문학관→보길저수지)	S
34.162900	126.555612	30	F	1	부황길	보길초등학교정문(보길저수지→윤선도문학관)	S
34.162950	126.592090	30	F	1	보길동로	보길동초등학교(여항리마을회관→백사장민박)	S
34.163139	126.591628	30	F	2	보길동로	보길동초등학교(백사장민박→여항리마을회관)	S
34.164400	126.592052	30	F	2	보길동로	보길동초등학교후문(보길출장소→보길중리보건진료소)	S
34.171102	126.652795	30	F	1	소안로	소안초등학교(소안우체국→소안출장소)	S
34.171270	126.652770	30	F	1	소안로	소안초등학교(소안출장소→소안우체국)	S
34.194910	126.570370	30	F	2	노화서로	노화초등학교(등산저수지→소당리마을회관)	S
34.195644	126.570669	30	F	1	노화서로	노화초등학교(소당리마을회관→등산저수지)	S
34.295855	126.049493	30	F	2	창유1길	조도초등학교(하나로마트→조도초)	S
34.311754	126.739085	30	F	2	청해진서로	하나둘셋유치원(화흥포→군민회관)	S
34.312320	126.759808	30	F	1	중앙길	완도초등학교앞(완도읍→해양경찰서)	S
34.312479	126.759660	30	F	2	중앙길	완도초등학교(해양경찰서→완도읍)	S
34.312670	126.739136	30	F	2	청해진서로	하나둘셋유치원(화흥포→군민회관)	S
34.315900	126.518100	30	F	2	땅끝해안로	송호초등학교(송지면→땅끝)	S
34.316670	126.730350	30	F	2	소가용길	청해어린이집(관음사→완도야구장)	S
34.316704	126.730379	30	F	2	소가용길	청해어린이집(완도야구장→관음사)	S
34.319764	126.746239	40	F	2	장보고대로	장보고마트사거리(완도수산고→빙그레공원)	T
34.321540	126.741490	30	F	2	개포로135번길	완도중앙초등학교(종합운동장→예술의전당)	S
34.321632	126.741488	30	F	2	개포로135번길	완도중앙초등학교(예술의전당→종합운동장)	S
34.321895	126.521425	50	F	1	땅끝해안로	송호마을입구(송지면사무소→송호초등학교)	S
34.322931	126.577773	60	F	1	땅끝해안로	사구미해변(북평면→송지면)	S
34.324483	126.701216	30	F	2	청해진서로	화흥초등학교(완도읍→군외면)	S
34.324490	126.701310	30	F	2	청해진서로	화흥초등학교(군외면→완도읍)	S
34.325137	126.741724	30	F	1	장보고대로	성광어린이집(신기마을회관→전기차충전소)	S
34.325437	126.741784	30	F	2	장보고대로	성광어린이집(전기차충전소→신기마을회관)	S
34.326559	126.849742	30	F	2	신지로	신지동초등학교(월부리마을회관→신상리마을회관)	S
34.327090	126.849330	30	F	1	신지로	신지동초등학교(신상리마을회관→월부리마을회관)	S
34.332410	126.736909	60	F	1	완도로	완도교차로부근(신지면→완도읍)	S
34.332602	126.997655	30	F	1	생일로	생영초등학교(서성항→용출항)	S
34.332900	126.997300	30	F	1	생일로	생영초등학교(용출항→서성항)	S
34.333768	126.826390	30	F	2	신지로	신지파출소(장보고대교→신지동초)	S
34.333999	126.829861	30	F	1	신지로	신지면복지회관(신지동초→장보고대교)	S
34.337674	126.599033	60	F	1	땅끝해안로	땅끝만물수퍼앞(땅끝→남창교차로)	S
34.337850	127.055142	50	F	1	궁항길	(월송리→사동리)	S
34.338023	127.055393	50	F	2	궁항길	(사동리→월송리)	S
34.338598	126.790565	50	F	1	완도로	신지교차로 전(뒷골교차로→신지교차로)	S
34.339040	126.647764	60	F	1	청해진서로	(군외면→당인리)	S
34.339096	126.598071	60	F	2	땅끝해안로	영전백화점(남창교차로→땅끝)	S
34.339138	126.647880	60	F	3	청해진서로	(당인리→군외면)	S
34.340087	127.052431	30	F	1	금일로	월송리부녀회관 앞 (월송해송림→신평)	S
34.344896	126.786283	60	F	2	신지로	장보고대교(고금→신지)	S
34.346658	127.038336	50	F	1	금일로	신평마을(금일동초→금일초)	S
34.349000	126.521800	60	F	2	땅끝해안로	대죽삼거리(송지면→땅끝)	S
34.350367	126.729906	80	F	2	완도로	중앙어린이집부근(해남→완도)	S
34.351600	126.476500	30	F	1	어란로	어란진초등학교(어란진항→어란진초)	S
34.351708	126.476669	30	F	1	어란로	어란진초등학교(송지면→어란진항)	S
34.353491	126.777854	60	F	1	고금1로	장보고대교(신지→고금)	S
34.355647	127.021348	30	F	2	도장길	금일제일어린이집(화전항→척치리마을회관)	S
34.357692	126.590105	50	F	2	땅끝해안로	평암보건진료소(영전리→서홍리)	S
34.358710	126.728798	30	F	2	청해진로	청해초등학교(해남→완도)	S
34.359582	126.728783	30	F	1	청해진로	청해초등학교(완도→해남)	S
34.364734	126.518507	60	F	2	땅끝해안로	산정교차로(땅끝→송지면)	S
34.367701	126.515672	60	F	1	땅끝해안로	산정사거리(송호리→땅끝)	S
34.369231	126.519525	30	F	1	산정1길	송지초등학교(산정사거리→송지초)	T
34.369338	126.519459	30	F	2	산정1길	송지초등학교(송지파출소→송지초)	T
34.370203	126.780693	60	F	1	고금로	상정마을 앞(고금→신지)	S
34.372500	126.522148	30	F	2	산정길	송지파출소(송지고등학교→송지파출소)	T
34.372600	126.522000	50	F	2	산정길	송지파출소앞 사거리(미황사→송지면)	T
34.373920	126.599834	50	F	1	땅끝해안길	신평리노인당 부근 (서홍지 → 평암경로당)	S
34.379600	126.645970	30	F	1	청해진서로	군외초등학교(화흥포→군외면)	S
34.379908	126.645996	30	F	1	청해진서로	군외초등학교(군외면→화흥포)	S
34.380591	126.210984	50	F	2	진도대로	중만리마을 앞(중만리마을회관→국립남도국악원)	S
34.385511	126.645629	80	F	2	완도로	(완도→해남)	S
34.386761	126.927192	50	F	3	약산로	가래마을(가래마을회관→해동항)	S
34.388700	126.560000	30	F	2	달마로	서정초등학교(미황사→서정초)	S
34.388716	126.560083	30	F	1	달마로	서정초등학교(봄길교회→미황사입구)	S
34.389677	126.647183	50	F	1	청해진서로	군외면사무소(군외초→완도대교)	S
34.391969	126.908966	60	F	2	약산로	장용마을(약산면→당목항)	S
34.392647	126.854984	50	F	3	고금동로	화성리 입구(고금동부교회→약산연도교)	S
34.392803	126.897172	30	F	2	약산로	약산초등학교(여동리마을회관→약산면사무소)	S
34.392820	126.897240	30	F	2	약산로	약산초등학교(약산면사무소→여동리마을회관)	S
34.392901	126.880936	60	F	2	약산로	약산서부교회앞(약산면→고금면)	S
34.393147	126.193147	60	F	2	진도대로	구분실마을앞(진도읍→팽목)	S
34.396809	126.807436	60	F	2	고금동로	농협유통보관시설앞(고금→약산)	S
34.396974	126.275773	50	F	1	진도대로	진도목양하우스앞(국립남도국악원→금갑보건진료소)	S
34.397951	126.799995	30	F	2	고금로	고금초등학교(마량→고금)	S
34.398046	126.800059	30	F	2	고금로	고금초등학교(고금→마량)	S
34.398456	126.511765	50	F	2	땅끝해안로	학가리마을입구(가차리→미야리)	S
34.399193	126.615870	60	F	2	땅끝해안로	이진교회앞 (남창교차로→땅끝)	S
34.405813	126.191534	30	F	1	석교길	석교초등학교(십일시→석교초)	S
34.408200	126.630300	30	F	1	볼무당길	북평초등학교(북평파출소→아주빌라)	S
34.408244	126.630409	30	F	2	볼무당길	북평초등학교(아주빌라→북평파출소)	S
34.408343	126.193938	50	F	1	진도대로	석교삼거리(진도군청→석교초등학교)	S
34.408941	126.194231	50	F	2	진도대로	석교삼거리(석교초등학교→진도군청)	S
34.411835	126.272609	60	F	1	진도대로	송정마을(금갑→돈지)	S
34.413569	126.520929	60	F	1	땅끝해안로	송암교차로(성매교차로→송지면)	S
34.417327	126.808885	60	F	2	고금로	청학리버스정류장(강진→고금)	S
34.421547	126.335597	60	F	1	진도대로	갈릴리교회앞(가계해수욕장→솔비치)	S
34.422464	126.166822	30	F	1	인지독치1길	지산초등학교(지산중→지산초)	S
34.422529	126.166891	30	F	2	인지독치1길	지산초등학교(지산초→지산중)	S
34.425522	126.280391	50	F	2	진도대로	거룡마을(금갑→돈지)	S
34.425584	126.167562	50	F	2	지산민속로	지산면사무소(고야리→문화복지센터)	S
34.426910	126.524980	50	F	2	백방산길	경수리회관 부근 (경수리회관 → 두모회관)	S
34.427263	127.495206	40	F	1	우주로	염포마을(나로도항→염포항)	S
34.427972	126.576167	80	F	1	땅끝대로	황산교차로(해남→완도)	S
34.429000	126.584600	30	F	1	입제길	현산남초등학교(황산리→조산리)	S
34.429496	126.556012	60	F	2	땅끝해안로	초호마을앞 (송지면→성매교차로)	S
34.430085	126.818695	50	F	1	고금로	고금교차로(고금→마량)	S
34.430200	126.642000	60	F	2	백도로	동해마을입구(강진→해남)	S
34.432271	126.322182	60	F	1	진도대로	연주마을입구(고군면→의신면)	S
34.434244	126.822561	60	F	1	고금로	가교마을(마량→고금)	S
34.434925	126.230495	60	F	1	진도대로	광전마을 앞(임회면→진도읍)	S
34.438795	126.286232	30	F	2	돈지1길	의신어린이집(의신우체국→정지리마을)	S
34.439012	126.285881	30	F	2	돈지1길	의신어린이집(정지리마을→의신우체국)	S
34.439328	126.297355	50	F	2	진도대로	청용마을앞(고군면→의신면)	S
34.439704	127.060111	30	F	1	금당로	금당초등학교(육동리마을회관→차우마을회관)	S
34.440301	126.280207	30	F	1	진도대로	의신초등학교(금갑→진도읍)	S
34.440420	127.059810	30	F	2	금당로	금당초등학교(차우마을회관→육동리마을회관)	S
34.441096	126.282225	50	F	1	진도대로	(의신119→의신파출소)	S
34.442814	126.501075	60	F	1	백포해안로	안호교차로(평호교차로→송지)	S
34.443938	126.490225	60	F	1	백포해안로	대지마을입구(송지→평호교차로)	S
34.445248	126.198834	60	F	2	앵무로	소앵무사거리(소앵무사거리→송가인마을)	S
34.447012	126.177344	60	F	2	지산민속로	상고야마을(길은보건진료소→지산면사무소)	S
34.447782	126.177836	60	F	1	지산민속로	상고야마을(지산면사무소→길은보건진료소)	S
34.450624	126.485731	50	F	2	송평로	사포마을(석호리→평호리)	S
34.451840	127.487550	60	F	2	하반로	교동1교차로전(교동2교차로→교동1교차로)	S
34.455421	126.811862	30	F	2	까막섬로	마량초등학교(어촌체험마을→마량항)	S
34.455556	126.811806	30	F	2	까막섬로	마량초등학교(마량항→어촌채취마을)	S
34.457033	126.816097	50	F	2	미항로	서중마을앞(대구면→마량면)	S
34.458820	126.856562	50	F	1	장흥대로	(마량→대덕)	S
34.458900	126.553600	30	F	2	현산북평로	현산초등학교(고현삼거리→면사무소)	S
34.459624	126.858790	50	F	2	장흥대로	신리삼거리(대덕읍→마량면)	S
34.460523	126.277437	60	F	2	돈지로	진설마을앞(진도읍→의신면)	S
34.461536	127.124577	40	F	1	거금일주로	(거금대교→중촌사거리)	S
34.463251	127.128853	40	F	2	거금중앙길	금산중학교 (대흥회전교차로→금산초)	S
34.463323	127.125642	40	F	2	거금일주로	(중촌사거리→거금대교)	S
34.463959	126.812954	60	F	2	청자로	수인마을앞(강진→완도)	S
34.464474	126.358671	60	F	2	진도대로	모사삼거리(고군면→가계해수욕장)	S
34.466700	126.677200	30	F	1	백도로	북일초등학교(해남→강진)	S
34.466734	126.551002	80	F	1	땅끝대로	고현삼거리(해남→완도)	T
34.468032	127.464007	30	F	1	우주로	신금교차로 봉래초등학교입구(나로도→고흥읍)	S
34.468118	126.676169	30	F	1	백도로	북일초등학교(오소재→북일초)	S
34.468863	127.464241	30	F	2	우주로	신금교차로 봉래초등학교입구(고흥읍→나로도)	S
34.469873	126.244934	50	F	2	진도대로	포산마을 앞(진도소방서→염장리)	S
34.469900	126.664439	60	F	1	오소재로	설아다원입구(흥촌지→두륜중학교)	S
34.471108	126.680357	60	F	2	백도로	배다리교(강진→해남)	S
34.471822	126.268197	60	F	1	왕온로	향적사 입구(의신면→진도군청)	S
34.474056	126.802556	60	F	1	청자로	남호마을(강진→마량)	S
34.476931	126.936828	30	F	1	가학회진로	회덕중학교앞(삭금→회진항)	S
34.477303	126.881345	60	F	2	장흥대로	양하마을입구(마량→대덕읍)	S
34.477944	126.264083	50	F	2	진도대로	남동교차로(진도→해남)	T
34.478069	126.263799	50	F	1	진도대로	남동교차로(군청→경찰서)	T
34.478231	126.263682	50	F	1	진도대로	남동교차로(동외교차로→포산교차로)	T
34.478237	126.263926	50	F	2	진도대로	남동교차로(경찰서→군청)	T
34.478612	126.968318	30	F	1	회진로	명덕초등학교(회진대교→대리회관)	S
34.479329	126.882809	60	F	2	장흥대로	양하마을(도청저수지→미량면)	S
34.479587	126.255330	60	F	1	진도대로	포산교차로(진도읍→임회면)	T
34.480108	126.938273	30	F	1	가학회진로	회진초등학교 (회진초→회진우체국)	S
34.480380	126.938410	30	F	2	가학회진로	회진초등학교(회진우체국→회진초)	S
34.483000	126.800333	50	F	2	청자로	구곡마을(강진→마량)	S
34.483079	126.267364	30	F	2	옥주길	진도유치원(SK주유소→현대빌라트)	S
34.483940	126.244663	60	F	2	교동1길	농산물가공센터(진도읍행정복지센터→쉬미항)	S
34.485200	126.265300	30	F	2	성내길	진도초등학교(농협→진도초등학교)	S
34.485470	126.512319	50	F	1	송평로	석전마을(시목마을회관 →화산면사무소)	S
34.485652	126.274654	30	F	1	동외4길	진도어린이집(진도고→군청)	S
34.485667	126.274854	30	F	2	동외4길	진도어린이집(군청→진도고)	S
34.487972	127.121611	60	F	2	거금로	거금도휴게소 (소록도→금산면)	T
34.488774	126.237712	60	F	1	쉬미항로	소포삼거리(쉬미항→진도군청)	S
34.490900	126.514900	30	F	2	해남화산로	화산초등학교(면사무소→화산삼거리)	S
34.491704	126.343050	30	F	1	진도대로	오산초등학교 (오산초→고성초)	S
34.492311	126.799621	30	F	3	청자로	대구초등학교 앞(강진→마량)	T
34.492436	126.342395	30	F	2	진도대로	오산초등학교(고성초→오산초)	S
34.492556	126.799750	30	F	1	청자로	대구초등학교(마량→강진읍)	T
34.493413	126.644627	60	F	2	오소재로	오소재민박(오소재→해남읍)	S
34.493588	126.509054	50	F	2	고천암로	화산중학교 (화산초등학교 → 월호마을회관)	S
34.497591	126.241004	30	F	2	신흥정자로	진도서초등학교 (군청→진도서초)	S
34.498114	126.518536	60	F	2	해남화산로	화산농협유통센터(구시터널→화산면)	S
34.498709	126.478935	60	F	2	고천암로	가좌리회관 (율동→무학)	S
34.499006	126.890232	30	F	2	대대로	대덕초등학교(대덕읍사무소→대덕초)	S
34.499033	126.890286	30	F	2	장흥대로	대덕초등학교(대덕중학교→대덕초)	S
34.499156	126.321598	30	F	2	오일시2길	고성초등학교(오일시사거리→고성초)	S
34.499167	126.710056	30	F	1	백도로	신전초등학교(강진→북평면)	T
34.499295	126.710426	30	F	2	백도로	신전초등학교(북평면→강진)	T
34.499353	126.321926	30	F	1	진도대로	고성초 앞(오산저수지→고성초)	S
34.499425	126.317493	30	F	1	오일시2길	은혜어린이집앞(은혜어린이집→고성초)	S
34.499482	126.317129	30	F	2	오일시2길	은혜어린이집(고성초→은혜어린이집)	S
34.503019	127.467562	30	F	2	우주로	백양초등학교(백양초→봉래면)	S
34.504617	126.917369	60	F	2	장흥대로	산외동마을(마량항→관산)	S
34.504787	127.286589	60	F	1	천마로	가화교회(도화→풍남)	S
34.504795	127.301548	40	F	3	천마로	지동마을 (도화→녹동)	S
34.506859	127.276585	60	F	1	천마로	여의촌마을입구(도화→풍남)	S
34.506870	126.798116	50	F	2	청자로	미산삼거리(강진→마량)	T
34.507039	126.798281	50	F	1	청자로	미산삼거리(마량→강진)	T
34.507340	127.274267	60	F	2	천마로	여의촌마을입구(풍남→도화)	S
34.508496	127.320296	30	F	1	천마로	도화복지회관(발포→풍남)	S
34.510587	126.543886	80	F	1	땅끝대로	구시터널부근(해남→완도)	S
34.511969	127.457734	60	F	1	우주로	섭정마을(나로도→나로대교)	S
34.513788	126.722272	40	F	2	백도로	노해마을앞(강진→완도)	S
34.513854	126.722289	40	F	3	백도로	노해마을앞(강진→완도)	S
34.514707	127.320621	40	F	2	도화로	도화고등학교앞(도화면→포두면)	S
34.515100	126.608800	30	F	2	고산로	삼산초등학교(삼산면→대흥사)	S
34.516193	127.319724	40	F	1	도화로	도화고등학교앞 (포두→도화)	S
34.518120	126.596564	30	F	3	충리길	충리회관 앞(대흥→신리)	S
34.522924	127.245115	30	F	2	천마로	풍남초등학교(풍양면→풍남항)	S
34.522977	127.245385	30	F	2	풍남로	풍남초등학교(풍남항→풍양면)	S
34.524300	126.792000	50	F	2	청자로	하저마을(강진→마량)	T
34.524600	126.792200	50	F	1	청자로	하저마을(마량→강진)	T
34.525403	126.792134	60	F	3	청자로	하저마을 앞(강진→마량)	S
34.526151	127.423956	60	F	2	우주로	남성삼거리(나로도→고흥)	S
34.526840	126.953426	30	F	2	장흥대로	관산남초등학교앞 (대덕읍→관산읍)	S
34.527417	126.953639	30	F	2	장흥대로	관산남초등학교 (관산읍→마량)	S
34.528997	127.140458	30	F	2	우주항공로	현대블루핸즈앞 (고흥→녹동항)	T
34.529316	127.140542	30	F	2	우주항공로	비봉파크빌라(녹동항→고흥)	T
34.529864	127.138493	30	F	1	천마로	녹동초등학교정문(비봉파크→녹동초)	S
34.530000	127.138100	30	F	2	천마로	녹동초 앞 사거리(읍사무소→버스터미널)	T
34.530800	127.138300	30	F	1	천마로	녹동초후문(버스터미널→읍사무소)	S
34.536090	126.294403	30	F	1	금골길	금성초등학교(게이트볼장→금성초)	S
34.536266	126.794245	60	F	3	청자로	중저마을앞(마량→강진읍)	S
34.536326	126.794147	50	F	2	청자로	중저마을앞(마량→강진읍)	S
34.538349	126.561915	80	F	2	땅끝대로	(해남읍→완도)	S
34.543552	126.610586	60	F	3	고산로	진솔통닭 (연동리삼거리→해남군청)	S
34.543750	127.344944	60	F	1	우주로	세동마을앞 (포두면→나로도)	S
34.546500	127.140900	80	F	2	우주항공로	상유삼거리(도양읍→고흥)	T
34.550052	126.727243	30	F	2	백도로	도암초등학교(북평면→강진읍)	T
34.550169	126.944217	60	F	3	장흥대로	방촌사거리 (용산면→회진면)	S
34.550528	126.726944	30	F	1	백도로	도암초등학교(강진읍→북평면)	T
34.551530	126.804487	60	F	3	청자로	장계리삼거리(강진→마량)	S
34.551861	126.804487	50	F	2	청자로	장계리삼거리(강진→마량)	S
34.553219	127.347865	60	F	2	우주로	덕촌마을(포두→도화)	S
34.554400	127.375800	60	F	2	백운로	골약교차로 (시청→광양읍)	T
34.556240	126.725144	60	F	3	백도로	도암초등학교앞(강진→완도)	S
34.557226	126.583975	60	F	2	땅끝대로	해남군수협유류사업소(완도→해남)	S
34.559174	126.051429	30	F	1	신의로	기동노인정(하의면→신의면)	S
34.561028	126.939583	30	F	1	관산로	관산초등학교 (관산우체국→방촌사거리)	S
34.561060	126.939603	30	F	1	관산로	관산초등학교(방촌사거리→관산초)	S
34.561171	126.588826	60	F	2	땅끝대로	해남교차로(해남읍→완도)	T
34.562600	127.413300	50	F	1	중마로	진아리채2차아파트앞(컨부두사거리→광양항)	T
34.562998	126.289756	30	F	2	군내로	군내북초등학교(대야마을→군내북초)	S
34.563006	126.289706	30	F	1	군내로	군내북초등학교(군내북초→대야마을)	S
34.563241	126.297390	70	F	2	군내대로	진도대교부근(진도→해남)	S
34.565452	126.606423	50	F	2	영빈로	정하에코하임(강진→해남읍)	S
34.566351	127.174168	30	F	2	학동1길	도덕초등학교앞(우체국→치안센터)	T
34.566408	127.174236	30	F	2	학동1길	도덕초등학교앞(치안센터→우체국)	T
34.567149	126.649559	30	F	2	해강로	옥천초등학교 앞(강진→해남)	S
34.567163	126.649467	30	F	1	옥천로	옥천초등학교 (영춘삼거리→영춘교)	S
34.567305	126.642290	50	F	2	해남로	영춘2리마을 (해남→성산리)	S
34.569352	126.798209	80	F	3	청자로	칠량삼거리(마량→강진)	T
34.569576	127.341526	30	F	1	우주로	포두초등학교(고흥읍→도화면)	S
34.569602	127.341639	30	F	1	우주로	포두초등학교(나로도→고흥)	S
34.569700	126.604000	30	F	1	동초길	해남동초후문(땅끝아구찜→전기안전남지사)	S
34.570700	127.435100	60	F	2	강변로	도촌교차로(옥곡→금호교차로)	T
34.570855	126.604866	30	F	2	중앙1로	해남동초등학교(우체국→세무서)	T
34.570868	126.604593	30	F	1	중앙1로	해남동초등학교(세무서→우체국)	T
34.570899	126.609588	30	F	2	해남로	백두1차A 앞 (버스터미널→우슬체육공원)	S
34.571348	126.437663	80	F	1	공룡대로	남리교차로(진도→해남)	S
34.571401	126.437772	80	F	2	공룡대로	남리교차로(해남→진도)	S
34.571994	126.597774	30	F	2	중앙1로	해남서초등학교(해남중→해남동초)	T
